
《10.破碎日冕》

01.10-1 被追逐者
"深池士兵": 信不信由你们。比起在这里折磨你们，我更想去外面杀萨卡兹。
"深池士兵": 看啊，伦蒂尼姆竟然落到了魔族的手里。可这又能怪谁呢？老兄，我听说你们根本就没怎么战斗，一个个就全都成了萨卡兹的俘虏。
"深池士兵": 是谁把曾经让全泰拉闻风丧胆的维多利亚集团军变得如此不堪一击的？
"深池士兵": 你们的长官在哪里？是不是还穿着将官制服，和萨卡兹们称兄道弟？
"维多利亚士兵": ......唔！
"深池士兵": 长官们说得对，现在的维多利亚，真是从根子里就朽坏了。没有我们点火，这偌大的土地会直接塌成一摊连烧都烧不起来的烂泥。
"深池士兵": 你该庆幸，士兵，你最后是死在一个曾经的同胞手里。
"深池士兵": 你没有让魔族的恶臭屠刀玷污你身为维多利亚士兵的荣耀。
"？？？": ——背叛了维多利亚的人，竟然口口声声谈论维多利亚的荣耀？！
"深池士兵": ......谁？！
"？？？": 我不会让你伤害我们的士兵。
"？？？": 入侵者不配，你们深池，更不配。
"深池士兵": 你......你是......那个逃出去的......
(震动)
"深池士兵": 呃啊！！
"？？？": ......
"？？？": 第八个据点，确认捣毁。
"维多利亚士兵": 你是......来救我们的？
"？？？": 站起来吧，士兵。
"？？？": 我们先离开这里。
"维多利亚士兵": ......士兵？
"维多利亚士兵": 你是......中尉......？哪支部队的......？
"维多利亚士兵": 我们竟然还有人......
"？？？": 丽塔·斯卡曼德罗斯，第七前线步兵营，第二风暴突击队队长。
"？？？": 或者，
"号角": 你们可以叫我号角。



03.10-3 低下头



9:09 A.M. 天气/阴
伦蒂尼姆，萨迪恩区，三零九号出入口
"阿米娅": 前面......就是入口了。
选项：
    分支1：你在担心什么？

"阿米娅": 嗯......其实到目前为止都很顺利......
"阿米娅": ——除了一件事。
"阿米娅": 博士，一直以来与您和凯尔希医生联络的那位信使，她本来会在我们抵达附属地块之后，就立刻与我们联系。
选项：
    分支1：我记得这项约定。
    分支2：......
    分支3：她会不会出事？

分支1：
    "阿米娅": 我们都在等......但也只能被动等待。
    "阿米娅": 我本以为会亲眼见到她，或者至少收到某种形式的讯息。
分支2：
    "阿米娅": 博士，眼下的情况，我也不能对其他干员多说什么。
    "阿米娅": 我们已经到了这里，就必须继续往前走。
分支3：
    "阿米娅": 联络不上，就没有办法确认。
    "阿米娅": 希望她没有遇上什么意外......
"阿米娅": 我们还是按原定计划进城。
"阿米娅": 唔，前面好多人，都是从城内的方向涌过来的......

"伦蒂尼姆市民A": ......我们真就这么逃出来了？
"伦蒂尼姆市民B": 这条路是安全的，我邻居一家上周就是从这里走的。
"伦蒂尼姆市民B": 只要能申请到出城证，士兵们就不会为难我们。
"伦蒂尼姆市民A": 我......我其实不是这个意思。
"伦蒂尼姆市民B": 我知道。我脑子里的想法应该和你一样。
"伦蒂尼姆市民B": 四年前，我头一回见到萨卡兹的军队出现在新闻里。那时候我并没有多想。
"伦蒂尼姆市民A": 是啊，我也是。陛下离去之后，乱糟糟的事情总是不少，谁知道又有哪位大公爵心血来潮，将魔族也招揽进了军队里呢？
"伦蒂尼姆市民B": 两年前，我看见萨卡兹的军队走在特伦菲尔德区的街道上。那件事成了我在下班路上，与同事的谈资。
"伦蒂尼姆市民A": 我也记得......仿佛一夜之间，有些事情就悄悄变了。我们这些住在卡登区公爵办事处附近的，看见这些变化，要更晚一些。
"伦蒂尼姆市民B": 大半年前，萨卡兹的军队站在了我们银行门口。他们带走了我们行长，因为她的丈夫在城防军中担任要职。
"伦蒂尼姆市民A": 唉，在那之后，你是不是再也没见过他们？在我们住的街区，警员们也都换了面孔，他们之中的好些个都长着那可怕的角。
"伦蒂尼姆市民B": 再然后......昨天。我看到有萨卡兹来到我家对面的街角，他们在......挨家挨户地敲门。
"伦蒂尼姆市民A": 所以你逃出来了？
"伦蒂尼姆市民B": 其实我的父母早就走了。我只是......我放不下这份银行柜员的收入。
"伦蒂尼姆市民A": 谁又不是呢。伦蒂尼姆......真离开了这座城市，我们就都回不去以前那种生活了吧？
"伦蒂尼姆市民B": 还是别说了。走吧，都走吧。比起挣钱，我更想活命。

"阿米娅": ......
"阿米娅": 这里每天都是这副样子吗？
"推进之王": ......从某一天开始，大概就是如此。
"阿米娅": 特雷西斯的军队......他们并不阻挠平民出城？
"推进之王": 看起来，他并不在意让伦蒂尼姆之外的人知晓现在伦蒂尼姆真正的掌权人是谁。
选项：
    分支1：外面那些大贵族不介意？
    分支2：维多利亚议会的情况如何？

分支1：
    "推进之王": 我想，他们无疑时时刻刻都在关注伦蒂尼姆的动向。这正是他们在城外屯兵的原因。
    "推进之王": 但他们更在意彼此的动作。
    "推进之王": 对有意入主伦蒂尼姆的各大公爵来说，无论谁率先对城内的萨卡兹发起进攻，都可能在这场持续了二十多年的竞赛中占得先机。
    "推进之王": 他们之中，有谁乐意看到本可能属于自己的王座被别人捷足先登？
    "推进之王": 在这种情况下，任意一位公爵表露出进攻的意向，都可能会被几则通讯、一场聚会邀请和一系列的来自自己领地的不利消息打断。
    "推进之王": 而若是他执意进军，等待着他的一定是一场失利，这场失利甚至不需要耗费城内的萨卡兹摄政王一兵一卒。
分支2：
    "推进之王": ......我不知道。
    "推进之王": 我们离开伦蒂尼姆的时候，那一天的伦蒂尼姆，与之前的任何一天都没有太大不同。
    "推进之王": 而且，我曾经以为，只要议会仍在运作一天，伦蒂尼姆就并不会陷入真正的混乱。
"推进之王": 至于城内的具体情况，我们只有在进去之后才能看清楚了。
"伦蒂尼姆市民": 各位，我已经把你们带到这里......剩下的路，你们就自己走了吧？
"阿米娅": 没问题。谢谢您，托马斯先生，您帮了我们一个大忙。
"阿米娅": 各小组注意，我们按之前的安排，分批混入面前的人流里——
"阿米娅": 可露希尔小组先走，确定前路通畅之后，推进之王小组跟上。我与博士会殿后。
"阿米娅": 侦察小组请持续留意周围情况，如有异常，立刻通报。
"阿米娅": 白轮，还是由你带托马斯先生从原路返......
"罗德岛干员": 阿米娅！
"阿米娅": 请说。
"罗德岛干员": 前方突发骚乱，看起来像是有萨卡兹士兵过来了！
"阿米娅": ......！
"阿米娅": 全体注意，潜入行动中止，我们先就近隐蔽！

"萨卡兹战士": ——
"萨卡兹战士": 抓住前面那个人！
"伦蒂尼姆市民A": 怎么......怎么会这样？为什么会有萨卡兹士兵？
"伦蒂尼姆市民A": 你不是说这条路是安全的吗？！
"萨卡兹战士": 说的就是你，不许走！
"伦蒂尼姆市民A": 快点......再走快一点，我们马上就能出......出城......
(震动)
"伦蒂尼姆市民A": 啊——！
"萨卡兹战士": ......
"萨卡兹战士": 不是这个人。
"伦蒂尼姆市民B": 先、先生，您......您别打我，我愿意跟您回去......我们是犯了什么错吗？
"萨卡兹战士": 爱滚哪去滚哪去，别站在这里碍事。
"萨卡兹战士": 听好了，谁都不许动！
"萨卡兹战士": 都给我原地待着。你，你，还有你，把脸转过来！
"萨卡兹战士": 你包里装什么了？是不是武器？全倒出来看看！
"萨卡兹战士": 你脸上为什么有灼伤？还挺新的......就是你，给我滚出队列！
"萨卡兹战士": ......你说做面包的时候被烫伤了？你当我们是傻子吗！
"萨卡兹战士": 嘁......看样子真不是被我们的武器弄的。我说，你不是反抗军吧？
"萨卡兹战士": 吓晕过去了。算了，这个先带走。
"号角": ......
"伦蒂尼姆市民？": 中尉，我们走不了了。
"号角": ......是我的责任。送你们来这里之前，我应该先注意下有没有追兵。
"伦蒂尼姆市民？": 您千万别这么说。
"伦蒂尼姆市民？": 不管是我们这几个被深池抓住的兄弟，还是老汤姆他们那几个被萨卡兹折磨更久的，我们在被你救出来之前，都已经与死人无异了。
"伦蒂尼姆市民？": 那滋味真的太绝望了......我宁可战死沙场，而不是这么窝囊又稀里糊涂地就被敌人关了起来。
"号角": 伦蒂尼姆的沦陷绝不是你们的错。
"伦蒂尼姆市民？": 那更不可能是您的错。
"伦蒂尼姆市民？": 是您把我们从绝望的境地里拉了出来。至少，我能靠自己的双腿走到这里，我已经多活了一个小时。
"伦蒂尼姆市民？": 我说我没法再战斗下去了，您也没有怪我，而是冒险把我们送到这里。
"伦蒂尼姆市民？": 中尉，您走吧。只有您一个人的话，还来得及躲起来，躲开这些萨卡兹的视线，找个安全的地方藏好。
"伦蒂尼姆市民？": 我们伤的伤病的病，只会连累您。
"号角": 我绝不会抛下你们任何一个人。
"伦蒂尼姆市民？": 哈......要是当时我的长官也能像您一样，我们是不是......也不至于输得这么快这么惨？
"伦蒂尼姆市民？": 见到您以后，我其实就意识到了，我也想像您一样再做些什么......
"号角": 你是想......不，不可以！
"伦蒂尼姆市民？": 您说，我们几个老兄弟一块冲过去，能带走几个萨卡兹？
"号角": ......都给我听好了。
"号角": 谁都不许行动。这是命令。
"伦蒂尼姆市民？": 命令......
"伦蒂尼姆市民？": 好。您现在是我的长官了，我愿意服从您的命令。
"号角": 从这里走到萨卡兹士兵所在的位置，还有几分钟。
"号角": 全部低下头。记住我教你们的，你们都是来自附近街区的无业者，受的伤是为了抢一块面包而互殴留下的。
"伦蒂尼姆市民？": 萨卡兹......会信？
"号角": 如今的萨迪恩区一片乱象，他们自然也都见识过。
"号角": 不管他们信不信，就算逼问起来，你们也......暂时忍一忍。
"号角": 万一有谁忍不住......
"伦蒂尼姆市民？": 我们明白。被萨卡兹发现的话，我们绝不牵连其他人。
"号角": 万一谁忍不住，我会动手。
"伦蒂尼姆市民？": 中尉......？！
"号角": 先静观其变。

"萨卡兹战士": 这边没有。
"萨卡兹战士": 那边呢？那边还有几个，还有升降梯后面，那块结构特别容易藏人！
"萨卡兹战士": 你们几个，过去仔细看看！
"阿米娅": 那些士兵看起来是在找人。
"阿米娅": 各小组，汇报方位。
"阿米娅": ......位置确认完毕。
选项：
    分支1：他们不像在找我们。
    分支2：我们应该还没暴露。

"阿米娅": 我同意。
"阿米娅": 博士，还记得我们出发前与凯尔希医生一起做的情况推演吧？
"阿米娅": 有一种可能性，我们在伦蒂尼姆与维多利亚各处活跃的秘密信使确实失败了。
"阿米娅": 他们没有来得及传来正确的情报，罗德岛的全部动向都被特雷西斯掌握。
"阿米娅": 那么，只要我们一进入伦蒂尼姆，特雷西斯的亲兵很可能就会站在我们面前。
"阿米娅": 可是眼前的情况似乎不太一样......
选项：
    分支1：我以为等着我们的起码是赦罪师。
    分支2：......
    分支3：我们不至于这么没面子吧？

"阿米娅": 我和博士的判断应该是一致的。
"阿米娅": 特雷西斯目前还不知道我们已经到了。否则的话，我们很难一路走到这里。
"阿米娅": 那么，眼前这些萨卡兹士兵，在搜捕的应该是其他恰好出现在这里的人......
"伦蒂尼姆市民": ——！
"阿米娅": 欸，托马斯先生......？
"罗德岛干员": 阿米娅，他突然就想跑出去，我差点没拦住！
"伦蒂尼姆市民": 不，不要拦着我，我不能在这里......
"阿米娅": 托马斯先生，您最好不要擅自行动！这样会非常危险！
"阿米娅": 我答应过您，会让干员护送您离开，但很抱歉，我们当前还不能......
(震动)
"罗德岛干员": 哎呦！
"阿米娅": 等、等等，您不能抢夺我们干员的武器——！
"伦蒂尼姆市民": 抱歉了，我、我还不想死！
"阿米娅": 这到底是怎么回事......
选项：
    分支1：答案很明显了。
    分支2：他觉得士兵们在找他。

"阿米娅": ......
"伦蒂尼姆市民": 我也不想这样......我只是给萨卡兹开了半年车而已！
"伦蒂尼姆市民": 他们占了我的炼糖厂，又逼我给他们运东西，我在城外的一家老小都还要活下去......我能怎么办？！
"伦蒂尼姆市民": 那天我就看了一眼，一小眼，我哪能猜到他们在用我的厂房做什么......
"伦蒂尼姆市民": 他们一直追我，我知道一旦被追上，他们一定会杀了我！
"伦蒂尼姆市民": 你们为什么都要找我......我往哪里跑都要没命！
"伦蒂尼姆市民": 我......我不能坐以待毙......
"罗德岛干员": 托马斯先生！
"阿米娅": 白轮！别追了，不能暴露自己。

"伦蒂尼姆市民": 哈......哈哈......
"伦蒂尼姆市民": 像这样......跑出伦蒂尼姆......我不管外面那群深池的人了......
"？？？": 哦？
"伦蒂尼姆市民": 呃——！
"深池士兵": ......
"伦蒂尼姆市民": 你......你怎么回事......你们是......
"蔓德拉": 深池的人，可不是你想不管就能不管的。
"蔓德拉": ——抓住他。


  <行动后>


"罗德岛干员": 阿米娅，这样下去，托马斯先生又会落到深池的人手里！
"阿米娅": ......
"罗德岛干员": 我们是不是......
"因陀罗": 这帮烦人精！
"因陀罗": 我这就去把人捞回来。
"达格达": ......不行。
"因陀罗": 干嘛抓着我？这人不是我们救回来的吗？
"达格达": 情况不同。我们不能让推进之王暴露在这些敌人面前。
"因陀罗": 你让我们把人丢了不管？这可不是我们格拉斯哥帮的作风！
"摩根": 你们两个，别在这里吵架。
"摩根": 维娜......
"推进之王": ......听博士和阿米娅的。
"阿米娅": ——
"阿米娅": 狙击干员，瞄准挟持目标的敌人！
选项：
    分支1：那个术师是关键。

"阿米娅": 术师......
"阿米娅": 博士，我想起来了。
"阿米娅": 根据Misery的消息和风笛的报告，她就是伦蒂尼姆这支深池部队的头目。
"阿米娅": ......也是小丘郡事件的始作俑者之一。
"阿米娅": 罗德岛并不打算把Outcast的牺牲完全怪罪在她一个人头上，但不光Misery和风笛，我们许多干员都对她抱有强烈的敌意。
选项：
    分支1：蔓德拉。

"阿米娅": 风笛说，她很难缠。
"阿米娅": 我们可以在这里和深池作战，救回托马斯先生，甚至排除蔓德拉这个对之后的行动有重大威胁的劲敌。
"阿米娅": 但是......
"罗德岛干员": 萨卡兹士兵来了！
"阿米娅": ......来不及了。
"阿米娅": 各小组注意，继续隐藏自己的位置——
"阿米娅": 做好随时战斗的准备。

"萨卡兹战士": ......这边怎么回事？闹哄哄的。
"伦蒂尼姆市民": 呃......
"深池士兵": ......
"萨卡兹战士": 哦，我当是谁，原来是你们这些叛国者。
"深池士兵": 别用那个词。
"深池士兵": 我们和维多利亚没关系了，魔族。
"萨卡兹战士": 那——又是谁允许你对我们用这个称呼了？
"深池士兵": 呵......一群被驱逐的乌合之众，只不过是趁着混乱占了别人的城市，就妄想自己是伦蒂尼姆的主人了？
"萨卡兹战士": 哈哈，你以为我跟你们似的，真在乎什么伦蒂尼姆。
"萨卡兹战士": 这里是挺干净亮堂的，对吧？也没什么死亡带来的臭气。但要我说，这座城市还不如变成废墟之后才更顺眼些。
"萨卡兹战士": 萨卡兹在这里，只是因为魔王在这里。

"阿米娅": ......魔王？
选项：
    分支1：他们说的是特雷西斯？
    分支2：摄政王终于忍不住给自己加冕了？

"阿米娅": ......我们还没收到与之相关的情报。
"阿米娅": 只是，无数情报指向一个已知的事实，曾经遍布泰拉的萨卡兹战士正在往伦蒂尼姆聚集，而且受到召集的不止有我们熟悉的普通雇佣兵。
"阿米娅": 一些更古老的......更强大的力量正盘桓在这座城市的中心。
"阿米娅": 博士，我能感觉到。
"阿米娅": 在来到这附近以后，随着我们一步步走近，那些流进我心底......也缠绕在我思绪里的情感躁动了起来，它们正在变得更加强烈。
选项：
    分支1：阿米娅！
    分支2：你还好吧？

"阿米娅": 我没事，博士。
"阿米娅": 只是......在刚才那一瞬间......我好像......
"阿米娅": 在听到这些萨卡兹战士称呼“君主”的时候，那些情感......中的一缕，它弹跳了起来，轻轻抓了我一下。
"阿米娅": 我不知道该如何更确切地形容这种感受......
选项：
    分支1：我们需要谈谈。

"阿米娅": 我也愿意花更多时间与博士交谈......可不能是现在。
"阿米娅": 即便真的有一位......萨卡兹的君主控制着如今的伦蒂尼姆，这也不会改变我们的使命。
"阿米娅": 我们来这里，是为了阻止一场战争。
"阿米娅": 我们要弄清楚他们正在做什么，最终又准备做什么。
"阿米娅": ——这与特雷西斯为自己选择什么称谓没有关系。

"萨卡兹战士": 所以，我们裹尸布似的又臭又长的相互问候结束了吗，深池？
"萨卡兹战士": 把你们抓着的这个人交出来。
"深池士兵": 凭什么？
"萨卡兹战士": 就凭我们管着你祖上老家。
"深池士兵": 你——！
"蔓德拉": 住手。
"深池士兵": 长官......！
"蔓德拉": 不光是你。萨卡兹，我也在叫你住手。
"萨卡兹战士": 我知道你，菲林，你是他们的指挥官。
"萨卡兹战士": 但我为什么要听你的？
"蔓德拉": 因为我曾经去过圣王会西部大堂。
"萨卡兹战士": 哈哈，我们都听说了，你想见殿下，但殿下叫人把你赶了出来。
"萨卡兹战士": 你还真以为你在萨卡兹眼里算个什么东西？
"蔓德拉": ......
"深池士兵": 长官，我们凭什么要受这些魔族的侮辱？
"深池士兵": 我受不了了，自从来了伦蒂尼姆，我们天天要在这些劣等种......
"蔓德拉": 别说了。
"深池士兵": 我们明明可以回去找领袖......
(震动)
"蔓德拉": 我叫你别说了！
"蔓德拉": 萨卡兹，无论你怎么激我，我都不会从这里离开。
"蔓德拉": 我们是萨卡兹的客人，这是你们的殿下还有殿下近臣亲口承认过的。
"萨卡兹战士": 你真想知道我们萨卡兹是如何对待不听话的“客人”的？
"蔓德拉": 那我们之中至少有一方还懂点礼貌。
"蔓德拉": 我们答应了你们的王和将军，深池的部队不会踏足伦蒂尼姆中央城区。
"蔓德拉": 与此同时，你们也不该在这拦住我，萨卡兹。
"蔓德拉": 还是说你们魔族从来就背信弃义，不知道“守约”两个字怎么写？
"萨卡兹战士": 呵，徒有其表的菲林......我没在这里砍死你，不是因为我得了什么命令要跟你们做朋友。
"萨卡兹战士": 要是一个萨卡兹吵着架就忘了目标是什么，那他一定早就死在了战场之外的酒吧里。
"萨卡兹战士": 我们是来这追查一些不听话的阴沟虫豸的，这些不自量力的小东西眼下就躲在附近，给我们的工作四处添乱——

"阿米娅": 听起来，萨卡兹要找的也不是托马斯先生。
"阿米娅": 难道是信使女士提到过的，能为我们的行动提供帮助的朋友？
"阿米娅": 如果是他们的话，的确会被萨卡兹当作敌人。
"阿米娅": 要是他们真的就在这里，我们或许能帮他们一把......

"号角": 人群停止移动了。
"号角": 我听见了争执声......萨卡兹士兵和什么人起了冲突。
"伦蒂尼姆市民？": 中尉，我看到了那些人的制服......是深池！
"号角": ......是她。
"伦蒂尼姆市民？": 您是说那个深池的术师？！
"伦蒂尼姆市民？": 她......她很可怕......
"伦蒂尼姆市民？": 我们之中好几个人死在她手里。她会把人串在不知从哪冒出来的石柱上，她的手段比萨卡兹还狠！
"号角": 我知道。
"伦蒂尼姆市民？": 中尉，您也对付过她？瞧我说的......您从深池手里救了这么多人，您一定击败过她......
"号角": 我输了。
"伦蒂尼姆市民？": 那您......您从她手里活了下来，这已经很了不起了。
"号角": 我不清楚为何她没有立刻杀了我......我有过一些猜想。
"号角": 在伦蒂尼姆外的军营里，我察觉到他们与一位伯爵的信使有过数次秘密会面。
"号角": 我想，这信息是她有意透露给我的。
"号角": ......又或许并不是她。她那样的人，无从获知我的祖父与那位伯爵的父亲曾是亲密战友。
"号角": 而伯爵本人......如果我没有记错的话，他曾是一位公爵的扈从。
"伦蒂尼姆市民？": 中尉......
"号角": 抱歉，我不该在你们面前说这些。
"号角": 我有很长一段时间躲在城市的......暗处，习惯了与无法开口的水道磐蟹为伍。
"号角": 那些时候，我不必在意自己话语的回音是否会给别人蒙上阴翳。
"号角": 我只是需要把有些话说出来，以免自己忘记。
"伦蒂尼姆市民？": 中尉，我不是阻拦您开口的意思！
"伦蒂尼姆市民？": 我甚至希望您能多说一些，我早就想知道，到底是谁高高在上地操控着这一切，把我们害成这样！
"号角": 我脑海中的那位公爵，他此刻并不在伦蒂尼姆。甚至说......他似乎从未属意过这城中空置的王座。
"号角": 如果他就是深池背后的支持者，那么很多问题都有了解答，可与此同时，我们眼前的危局也将更难解......
"号角": 听好。无论我之前说了什么，都还只是一些不成形的猜测。你们还想听的话，我们可以换个场合。
"号角": ......只要你们到时候依然愿意跟随我踏进阴影里。
"伦蒂尼姆市民？": 那现在呢？
"号角": 现在——我们需要找到一个脱身的时机。
"号角": 深池一直想从萨卡兹手里找到什么，或许是一个或者几个人，所以才在萨迪恩区建了那么多处据点。
"号角": 除了像你们这样被萨卡兹追捕的士兵，他们还抓走了很多与萨卡兹有关的平民。
"号角": 不管蔓德拉到底有什么目的......
"号角": 只要深池和萨卡兹发生冲突，对我们都是有利的。
"伦蒂尼姆市民？": 听起来您已经有一个计划了。
"号角": 罗本，我给你的手弩你有没有好好藏在袖子里？
"伦蒂尼姆市民？": 当然，中尉！
"号角": 瞄准离萨卡兹最近的那个深池士兵。

"阿米娅": 看样子，深池不会后退。
"阿米娅": 萨卡兹的耐心很有限，他们之间的冲突一触即发。
"阿米娅": 博士，我们要启动备用计划了。

"萨卡兹战士": 喂，把你们手里的人交出来，要不然就老实点死在我们手上——给彼此一个痛快，不好吗？
"深池士兵": ......长官，我们是不是......
"蔓德拉": ......不行。
"深池士兵": 我不明白......
"蔓德拉": 我说不行就是不行。
"深池士兵": 哪怕这会导致我们和萨卡兹关系破裂？
"蔓德拉": 你听到他们的话了。
"蔓德拉": 我们......什么时候做过朋友？
"萨卡兹战士": 这才对嘛，这可是你说的。
"萨卡兹战士": ——列队！围住这些深池软蛋！
"蔓德拉": 这个人，深池非要不可。
"蔓德拉": 实在带不走他的话，我们只能在这里杀了他。
"伦蒂尼姆市民": 呜啊！
"蔓德拉": 闭嘴，吵死了。
"蔓德拉": 要不然把这几个萨卡兹也都杀了......

"？？？": 是不是该轮到我们登场了？
"？？？": 等一下，空中坐标还在校准。
"？？？": 你看啊，再不动手的话，那个人就要被杀了。
"？？？": 马上......直线距离十七米......十六米......十五米......
"？？？": 最好再近一点，不然你很难瞄准吧？
"？？？": 不行呀，再靠近会被发现的！
"？？？": 听我的，绝对不会失败，不然我把头给你当钉子敲——你让它往东偏一点，刚好光线反射会遮掉机翼......
"？？？": 好了，就是现在！
(震动)
"？？？": ——洛克五号，攻击！

"号角": 是时候了。
"号角": 罗本，动手！
(震动)

"萨卡兹战士": 呃呃呃——啊！
(震动)
"深池士兵": 唔呃......
"萨卡兹战士": 你们暗算我们？！
"深池士兵": 说什么呢？先放暗箭的难道不是你们——
(震动)
"萨卡兹战士": 还击！还击！
"萨卡兹战士": 染上萨卡兹血的人，只能用更多的血来偿还！
"萨卡兹战士": 在这里的人，一个都别放过！
"蔓德拉": 记住，是你们先动的手。
"蔓德拉": ——上吧，杀了所有在场的萨卡兹。
"蔓德拉": 不能让他们活着回去。
"蔓德拉": 今天在这里发生的一切，绝不能让领头的魔族知道。
(震动)
"伦蒂尼姆市民": 啊啊啊啊——！
(震动)
"伦蒂尼姆市民": 救命，救命！
"罗德岛干员": 阿米娅，这些平民无处可逃......不光托马斯先生，前面好多人都还在他们的交战范围里！
"罗德岛干员": 萨卡兹和深池都不会管平民的死活！
"推进之王": ......
"推进之王": 博士，阿米娅，抱歉，我不能就这么看着。
"推进之王": ......我做不到。
选项：
    分支1：没有其他选择了。

"阿米娅": 我明白。
"阿米娅": 全体干员注意，行动目标——变更！
"阿米娅": 非作战人员继续保持隐蔽，作战人员在保证安全的情况下，救人！
(震动)
"萨卡兹战士": ......有箭从后面射过来？
"萨卡兹战士": 是那些穿着平民衣服的人......他们携带着违禁武器！
"萨卡兹战士": 不对劲，升降梯那里还躲着更多敌人！
"萨卡兹战士": 哈......我们抓到那群虫豸的尾巴了。
"萨卡兹战士": 这里果然有反抗军——
"萨卡兹战士": 立刻去通报曼弗雷德将军！



04.10-4 鸣铳示警



9:27 A.M. 天气/阴
伦蒂尼姆，萨迪恩区，高墙之上
"萨卡兹战士": 三零九号出入口发生骚乱！
"萨卡兹战士": ......报告将军，巡逻队发现反抗军踪迹！
"萨卡兹战士": 不，不止反抗军！巡逻队正与多方同时交火——
"萨卡兹战士": 将军，是否派人支援？
"曼弗雷德": ......不必了。
"曼弗雷德": 进度如何？
"萨卡兹战士": 大概还要一刻钟左右才能调试好......
"曼弗雷德": 八分钟。
"曼弗雷德": 在八分钟之内准备好。情况不容许我们拖太久。
"？？？": 不用我下去看看？当然，只是一个建议。
"曼弗雷德": 你担心我会失败。
"？？？": 怎么会呢？你的计算从未失准。
"？？？": 而我的工作，是确保我们通往胜利的道路上少一些变数。
"曼弗雷德": 那么你已经做得足够好了，雇佣兵。
"曼弗雷德": 来吧，站到这边来。在试验正式开始之前，我需要让你也看看这高墙下的局面。

"赫德雷": ......
"赫德雷": 很热闹。
"曼弗雷德": 与卡兹戴尔的战场相比，如何？
"赫德雷": ......不算新鲜。
"赫德雷": 不过......至少交手双方并不都是萨卡兹。
"曼弗雷德": 你在卡兹戴尔的时候，应该也猎过兽。
"赫德雷": 猎兽？对常年身处野外的雇佣兵来说，这也算是填饱肚子的必要选项。
"曼弗雷德": 那你一定知道，为何我要留下这些出入口。
"赫德雷": ......有的时候，陷阱虽然显眼，但因为处在必经之路上，野兽们还是会一个接着一个地踩上来。
"赫德雷": 要是找不到出路，它们反而会到处乱窜，让我们不得不分散人力去围追堵截。
"曼弗雷德": 嗯，这是荒地里的法则，但不止如此。
"曼弗雷德": 看看我们脚下的这座城市。它大到就像钢铁丛生的荒野。
"曼弗雷德": 谁有自信能封住一片荒野上的全部出路？谁又能找出丛林中每一处视野边缘的缝隙？
"曼弗雷德": 我不会这般自负。
"赫德雷": 所以你选择留下几个缺口，集中注意，等着敌人自己冒出来。这是效率最高的做法。
"曼弗雷德": 可也有一定风险。
"赫德雷": 不冒险的话，怎么会有收获？
"赫德雷": 换作是我，我也会这么选。
"曼弗雷德": 好。出色的雇佣兵头领，也一定是优秀的猎人。
"曼弗雷德": 比起那些王庭遗老，我更喜欢和你一起并肩作战，而这就是原因。
"赫德雷": ......看起来，你今天收获颇丰。
"赫德雷": 除了反抗军，还有深池......
"赫德雷": 等等，我见过那个术师，她来见过你。你们不是达成停战约定了吗？虽然可能你们都没太把这当回事。
"曼弗雷德": 既然你见过她，你就该知道，那样的人，从来不清楚自己该在何时停下。
"赫德雷": 你早就想排除掉这个搅局者了，是吗？
"曼弗雷德": 事态在变化。殿下的工程接近尾声，场面太乱的话，容易漏掉一些真正的威胁。
"曼弗雷德": 我们需要把精力更多地放在外面那些大公爵身上。
"赫德雷": 那你不如直接派我下去。
"曼弗雷德": 只是除掉她的话，用不着你动手。
"赫德雷": 你有其他顾虑？
"曼弗雷德": ......那位“威灵顿的铁卫”。
"赫德雷": 你是说......
"曼弗雷德": 他尚未带人靠近伦蒂尼姆。
"曼弗雷德": 而只要他一天不表态，伦蒂尼姆外的那些贵族，每天早上第一件事，就一定是询问自己的密使，铁公爵有没有发言。
"赫德雷": 我明白了。
"曼弗雷德": 所以我们还不能与深池明面交恶。
"曼弗雷德": 当然，要是她耐不住了，主动做什么撕毁约定的事——
"曼弗雷德": 萨卡兹也绝没有继续容忍他们的理由。
"赫德雷": 那下面发生的冲突确实还不够。
"曼弗雷德": 是的，我们还需要一些......真正能把深池解决掉的把柄。

"蔓德拉": ......这些突然冒出来的是什么人？
"深池士兵": 我不知道......长官，他们的武器和源石技艺我们都没见过！
"蔓德拉": 他们也在和萨卡兹交战......不是魔族佬的援军？
"蔓德拉": 不管了，谁碍事我们就除掉谁。
"因陀罗": 喂——
"因陀罗": 乖乖把人还回来吧！
(震动)
"深池士兵": 是......是你！
"因陀罗": 哟，熟人？看来你早上挨的揍还不够狠。
(震动)
"达格达": 注意后面——
"达格达": 战场上的敌人不会站在你面前任由你挥拳头。
"因陀罗": 这不是还有你吗？
"达格达": 克制一些。比起把敌人揍得鼻青脸肿，我们更优先的任务是救人，然后撤退。
"因陀罗": 知道了。
"因陀罗": 那就拳头挥得更快一点呗。
(震动)
"蔓德拉": 你是说......他们就是刚刚从我们手里抢人的那伙人？
"蔓德拉": 记住他们的样子。
"蔓德拉": 不，等等......看看能不能抓一个活的回去。不管伦蒂尼姆里混进来了什么新的势力，领袖都会感兴趣的。
(震动)
"罗德岛干员": 呃......怎么突然有石头冒出来？
"推进之王": ......
(震动)
